"eol_id","Taxa category","Latin name","Italian common name","Florae url ","Acta planctorum url","Floritaly url"
"1119867","Specie","Eriocaulon cinereum","Eriocaulon","https://www.florae.it/?id=8911","https://www.actaplantarum.org/flora/flora_info.php?id=2949","http://dryades.units.it/floritaly/index.php?procedure=taxon_page&tipo=all&id=7156"
"523353","Specie","Tradescantia fluminensis","Tradescanzia Sudamericana","https://www.florae.it/?id=8910","http://www.actaplantarum.org/flora/flora_info.php?id=7842","http://dryades.units.it/floritaly/index.php?procedure=taxon_page&tipo=all&id=7155"
"524162","Specie","Tradescantia virginiana","Tradescanzia; Erba Miseria, Fiore d'un giorno","https://www.florae.it/?id=8909","http://www.actaplantarum.org/flora/flora_info.php?id=7843","http://dryades.units.it/floritaly/index.php?procedure=taxon_page&tipo=all&id=7154"
"1122624","Specie","Commelina virginica","Erba Miseria americana","https://www.florae.it/?id=8908","http://www.actaplantarum.org/flora/flora_info.php?id=2238","http://dryades.units.it/floritaly/index.php?procedure=taxon_page&tipo=all&id=7152"
"1122784","Specie","Commelina communis","Erba Miseria asiatica","https://www.florae.it/?id=8907","http://www.actaplantarum.org/flora/flora_info.php?id=2237","http://dryades.units.it/floritaly/index.php?procedure=taxon_page&tipo=all&id=7151"
"17265","Genere","Tradescantia","Tradescanzia","https://www.florae.it/?id=8906",NULL,NULL
"48070093","Specie","Zebrina pendula","Zebrina; Erba miseria","https://www.florae.it/?id=8905","https://www.actaplantarum.org/flora/flora_info.php?id=201544&pid=529054","http://dryades.units.it/floritaly/index.php?procedure=taxon_page&tipo=all&id=11558"
"1116153","Specie","Murdannia keisak","Erba Miseria delle risaie","https://www.florae.it/?id=8904","http://www.actaplantarum.org/flora/flora_info.php?id=5201","http://dryades.units.it/floritaly/index.php?procedure=taxon_page&tipo=all&id=7153"
"11832895","Genere","Commelina","Erba Miseria","https://www.florae.it/?id=8903",NULL,NULL
"413776","Specie","Luzula pindica","Erba lucciola del monte Pindo","https://www.florae.it/?id=8900","http://www.actaplantarum.org/flora/flora_info.php?id=4893","http://dryades.units.it/floritaly/index.php?procedure=taxon_page&tipo=all&id=7133"
"48484607","Specie","Luzula italica","Erba lucciola d'Italia","https://www.florae.it/?id=8899",NULL,NULL
"635010","Specie","Luzula spicata","Erba lucciola pendula","https://www.florae.it/?id=8898","http://www.actaplantarum.org/flora/flora_info.php?id=4895","http://dryades.units.it/floritaly/index.php?procedure=taxon_page&tipo=all&id=7132"
"230522","Specie","Luzula sudetica","Erba lucciola delle Alpi","https://www.florae.it/?id=8897","http://www.actaplantarum.org/flora/flora_info.php?id=4900","http://dryades.units.it/floritaly/index.php?procedure=taxon_page&tipo=all&id=7127"
"243133","Specie","Luzula calabra","Erba lucciola di Calabria","https://www.florae.it/?id=8896","https://www.actaplantarum.org/flora/flora_info.php?id=4878","http://dryades.units.it/floritaly/index.php?procedure=taxon_page&tipo=all&id=9290"
"636570","Specie","Luzula multiflora","Erba lucciola multiflora","https://www.florae.it/?id=8895","http://www.actaplantarum.org/flora/flora_info.php?id=4888","http://dryades.units.it/floritaly/index.php?procedure=taxon_page&tipo=all&id=7126"
"627725","Specie","Luzula campestris","Erba lucciola comune","https://www.florae.it/?id=8894","http://www.actaplantarum.org/flora/flora_info.php?id=4878","http://dryades.units.it/floritaly/index.php?procedure=taxon_page&tipo=all&id=7124"
"48324966","Specie","Luzula nutans","Erba lucciola nutante","https://www.florae.it/?id=8893","https://www.actaplantarum.org/flora/flora_info.php?id=4890","http://dryades.units.it/floritaly/index.php?procedure=taxon_page&tipo=all&id=7134"
"630693","Specie","Luzula glabrata","Erba lucciola glabrescente","https://www.florae.it/?id=8886","http://www.actaplantarum.org/flora/flora_info.php?id=4882","http://dryades.units.it/floritaly/index.php?procedure=taxon_page&tipo=all&id=7146"
"49084030","Specie","Luzula alpino-pilosa","Erba lucciola dei ghiacciai","https://www.florae.it/?id=8885","https://www.actaplantarum.org/flora/flora_info.php?id=4877","http://dryades.units.it/floritaly/index.php?procedure=taxon_page&tipo=all&id=7145"
"631103","Specie","Luzula sylvatica","Erba lucciola a foglie larghe","https://www.florae.it/?id=8884","http://www.actaplantarum.org/flora/flora_info.php?id=4901","http://dryades.units.it/floritaly/index.php?procedure=taxon_page&tipo=all&id=7138"
"49231995","Specie","Luzula sieberi","Erba lucciola di Sieber","https://www.florae.it/?id=8883","https://www.actaplantarum.org/flora/flora_info.php?id=4902","http://dryades.units.it/floritaly/index.php?procedure=taxon_page&tipo=all&id=7137"
"631081","Specie","Luzula lutea","Erba lucciola gialla","https://www.florae.it/?id=8882","http://www.actaplantarum.org/flora/flora_info.php?id=4883","http://dryades.units.it/floritaly/index.php?procedure=taxon_page&tipo=all&id=7139"
"631070","Specie","Luzula pedemontana","Erba lucciola piemontese","https://www.florae.it/?id=8881","http://www.actaplantarum.org/flora/flora_info.php?id=4891","http://dryades.units.it/floritaly/index.php?procedure=taxon_page&tipo=all&id=7141"
"48339671","Specie","Luzula albida","Erba lucciola bianca","https://www.florae.it/?id=8880","https://www.actaplantarum.org/flora/flora_info.php?id=4886","http://dryades.units.it/floritaly/index.php?procedure=taxon_page&tipo=all&id=7143"
"631059","Specie","Luzula nivea","Erba lucciola maggiore","https://www.florae.it/?id=8879","http://www.actaplantarum.org/flora/flora_info.php?id=4889","http://dryades.units.it/floritaly/index.php?procedure=taxon_page&tipo=all&id=7140"
"626157","Specie","Luzula luzulina","Erba lucciola delle peccete","https://www.florae.it/?id=8878","http://www.actaplantarum.org/flora/flora_info.php?id=4884","http://dryades.units.it/floritaly/index.php?procedure=taxon_page&tipo=all&id=7149"
"301026","Specie","Luzula forsteri","Erba lucciola mditerranea","https://www.florae.it/?id=8877","http://www.actaplantarum.org/flora/flora_info.php?id=4881","http://dryades.units.it/floritaly/index.php?procedure=taxon_page&tipo=all&id=7148"
"626156","Specie","Luzula pilosa","Erba lucciola pelosa","https://www.florae.it/?id=8876","http://www.actaplantarum.org/flora/flora_info.php?id=4892","http://dryades.units.it/floritaly/index.php?procedure=taxon_page&tipo=all&id=7147"
"631071","Specie","Juncus anceps","Giunco flaccido","https://www.florae.it/?id=8872","http://www.actaplantarum.org/flora/flora_info.php?id=4248","http://dryades.units.it/floritaly/index.php?procedure=taxon_page&tipo=all&id=7117"
"49030317","Specie","Juncus alpino-articulatus","Giunco alpino","https://www.florae.it/?id=8871","https://www.actaplantarum.org/flora/flora_info.php?id=4246","http://dryades.units.it/floritaly/index.php?procedure=taxon_page&tipo=all&id=7116"
"631064","Specie","Juncus acutiflorus","Giunco a fiori acuti","https://www.florae.it/?id=8870","http://www.actaplantarum.org/flora/flora_info.php?id=4244","http://dryades.units.it/floritaly/index.php?procedure=taxon_page&tipo=all&id=7113"
"631072","Specie","Juncus articulatus","Giunco nodoso","https://www.florae.it/?id=8869","http://www.actaplantarum.org/flora/flora_info.php?id=4250","http://dryades.units.it/floritaly/index.php?procedure=taxon_page&tipo=all&id=7118"
"631012","Specie","Juncus striatus","Giunco striato","https://www.florae.it/?id=8868","http://www.actaplantarum.org/flora/flora_info.php?id=4277","http://dryades.units.it/floritaly/index.php?procedure=taxon_page&tipo=all&id=7114"
"631008","Specie","Juncus thomasii","Giunco di Thomas","https://www.florae.it/?id=8867","http://www.actaplantarum.org/flora/flora_info.php?id=4282","http://dryades.units.it/floritaly/index.php?procedure=taxon_page&tipo=all&id=7112"
"631673","Specie","Juncus atratus","Giunco scuro","https://www.florae.it/?id=8866","http://www.actaplantarum.org/flora/flora_info.php?id=4251","http://dryades.units.it/floritaly/index.php?procedure=taxon_page&tipo=all&id=7111"
"631066","Specie","Juncus fontanesii","Giunco di Desfontaine","https://www.florae.it/?id=8865","http://www.actaplantarum.org/flora/flora_info.php?id=4262","http://dryades.units.it/floritaly/index.php?procedure=taxon_page&tipo=all&id=9292"
"47161083","Specie","Juncus sorrentinii","Giunco di Sorrentino","https://www.florae.it/?id=8862","http://www.actaplantarum.org/flora/flora_info.php?id=4274","http://dryades.units.it/floritaly/index.php?procedure=taxon_page&tipo=all&id=7101"
"5860372","Specie","Juncus hybridus","Giunco ibrido","https://www.florae.it/?id=8861","http://www.actaplantarum.org/flora/flora_info.php?id=4265","http://dryades.units.it/floritaly/index.php?procedure=taxon_page&tipo=all&id=7121"
"49909527","Specie","Juncus ambiguus","Giunco delle rane","https://www.florae.it/?id=8860","http://www.actaplantarum.org/flora/flora_info.php?id=4247",NULL
"631086","Specie","Juncus sphaerocarpus",NULL,"https://www.florae.it/?id=8859","http://www.actaplantarum.org/flora/flora_info.php?id=4275","http://dryades.units.it/floritaly/index.php?procedure=taxon_page&tipo=all&id=7099"
"47161111","Specie","Juncus bufonius","Giunco annuale","https://www.florae.it/?id=8858","http://www.actaplantarum.org/flora/flora_info.php?id=4253","http://dryades.units.it/floritaly/index.php?procedure=taxon_page&tipo=all&id=7102"
"631083","Specie","Juncus foliosus","Giunco foglioso","https://www.florae.it/?id=8857","http://www.actaplantarum.org/flora/flora_info.php?id=4261","http://dryades.units.it/floritaly/index.php?procedure=taxon_page&tipo=all&id=7100"
"414104","Specie","Juncus capitatus","Giunco a capolino","https://www.florae.it/?id=8853","http://www.actaplantarum.org/flora/flora_info.php?id=4255","http://dryades.units.it/floritaly/index.php?procedure=taxon_page&tipo=all&id=7106"
"412392","Specie","Juncus tingitanus","Giunco di Tangeri","https://www.florae.it/?id=8852","http://www.actaplantarum.org/flora/flora_info.php?id=4283","http://dryades.units.it/floritaly/index.php?procedure=taxon_page&tipo=all&id=7122"
"229525","Specie","Juncus pygmaeus","Giunco pigmeo","https://www.florae.it/?id=8851","http://www.actaplantarum.org/flora/flora_info.php?id=4271","http://dryades.units.it/floritaly/index.php?procedure=taxon_page&tipo=all&id=7108"
"631108","Specie","Juncus squarrosus","Giunco delle torbiere","https://www.florae.it/?id=8850","http://www.actaplantarum.org/flora/flora_info.php?id=4276","http://dryades.units.it/floritaly/index.php?procedure=taxon_page&tipo=all&id=7094"
"631100","Specie","Juncus tenuis","Giunco americano","https://www.florae.it/?id=8849","http://www.actaplantarum.org/flora/flora_info.php?id=4281","http://dryades.units.it/floritaly/index.php?procedure=taxon_page&tipo=all&id=7097"
"49034131","Specie","Juncus gerardi","Giunco di Gerard","https://www.florae.it/?id=8848","https://www.actaplantarum.org/flora/flora_info.php?id=4263","http://dryades.units.it/floritaly/index.php?procedure=taxon_page&tipo=all&id=7096"
"631111","Specie","Juncus compressus","Giunco compresso","https://www.florae.it/?id=8847","http://www.actaplantarum.org/flora/flora_info.php?id=4257","http://dryades.units.it/floritaly/index.php?procedure=taxon_page&tipo=all&id=7095"
"630898","Specie","Juncus subulatus","Giunco foglioso","https://www.florae.it/?id=8845","http://www.actaplantarum.org/flora/flora_info.php?id=4279","http://dryades.units.it/floritaly/index.php?procedure=taxon_page&tipo=all&id=7090"
"301239","Specie","Juncus castaneus","Giunco castano","https://www.florae.it/?id=8844","http://www.actaplantarum.org/flora/flora_info.php?id=4256","http://dryades.units.it/floritaly/index.php?procedure=taxon_page&tipo=all&id=7120"
"636032","Specie","Juncus stygius",NULL,"https://www.florae.it/?id=8842",NULL,NULL
"630326","Specie","Juncus triglumis","Giunco nudo","https://www.florae.it/?id=8841","http://www.actaplantarum.org/flora/flora_info.php?id=4287","http://dryades.units.it/floritaly/index.php?procedure=taxon_page&tipo=all&id=7119"
"631109","Specie","Juncus monanthos","Giunco delle Dolomiti","https://www.florae.it/?id=8840","https://www.actaplantarum.org/flora/flora_info.php?id=4285","http://dryades.units.it/floritaly/index.php?procedure=taxon_page&tipo=all&id=7093"
"631110","Specie","Juncus trifidus","Giunco delle creste","https://www.florae.it/?id=8839","http://www.actaplantarum.org/flora/flora_info.php?id=4284","http://dryades.units.it/floritaly/index.php?procedure=taxon_page&tipo=all&id=7092"
"631062","Specie","Juncus heterophyllus","Giunco natante","https://www.florae.it/?id=8837","http://www.actaplantarum.org/flora/flora_info.php?id=4264","http://dryades.units.it/floritaly/index.php?procedure=taxon_page&tipo=all&id=7109"
"412393","Specie","Juncus bulbosus","Giunco bulboso","https://www.florae.it/?id=8836","http://www.actaplantarum.org/flora/flora_info.php?id=4254","http://dryades.units.it/floritaly/index.php?procedure=taxon_page&tipo=all&id=7110"
"628095","Specie","Juncus subnodulosus","Giunco subnodoso","https://www.florae.it/?id=8835","http://www.actaplantarum.org/flora/flora_info.php?id=4278","http://dryades.units.it/floritaly/index.php?procedure=taxon_page&tipo=all&id=7107"
"626107","Specie","Juncus inflexus","Giunco tenace","https://www.florae.it/?id=8833","http://www.actaplantarum.org/flora/flora_info.php?id=4266","http://dryades.units.it/floritaly/index.php?procedure=taxon_page&tipo=all&id=7087"
"631139","Specie","Juncus effusus","Giunco comune","https://www.florae.it/?id=8832","http://www.actaplantarum.org/flora/flora_info.php?id=4259","http://dryades.units.it/floritaly/index.php?procedure=taxon_page&tipo=all&id=7088"
"631137","Specie","Juncus conglomeratus","Giunco contratto","https://www.florae.it/?id=8831","http://www.actaplantarum.org/flora/flora_info.php?id=4258","http://dryades.units.it/floritaly/index.php?procedure=taxon_page&tipo=all&id=7089"
"631122","Specie","Juncus arcticus","Giunco artico","https://www.florae.it/?id=8830","http://www.actaplantarum.org/flora/flora_info.php?id=4249","http://dryades.units.it/floritaly/index.php?procedure=taxon_page&tipo=all&id=7086"
"243782","Specie","Juncus filiformis","Giunco filiforme","https://www.florae.it/?id=8829","http://www.actaplantarum.org/flora/flora_info.php?id=4260","http://dryades.units.it/floritaly/index.php?procedure=taxon_page&tipo=all&id=7085"
"631133","Specie","Juncus jacquinii","Giunco di Jacquin","https://www.florae.it/?id=8828","http://www.actaplantarum.org/flora/flora_info.php?id=4267","http://dryades.units.it/floritaly/index.php?procedure=taxon_page&tipo=all&id=7084"
"47161066","Specie","Juncus litoralis","Giunco di Tommasini","https://www.florae.it/?id=8827","http://www.actaplantarum.org/flora/flora_info.php?id=4268","http://dryades.units.it/floritaly/index.php?procedure=taxon_page&tipo=all&id=7083"
"632799","Specie","Juncus acutus","Giunco pungente","https://www.florae.it/?id=8826","http://www.actaplantarum.org/flora/flora_info.php?id=4245","http://dryades.units.it/floritaly/index.php?procedure=taxon_page&tipo=all&id=7082"
"632799","Specie","Juncus multibracteatus","Giunco bratteato","https://www.florae.it/?id=8825","http://www.actaplantarum.org/flora/flora_info.php?id=4245","http://dryades.units.it/floritaly/index.php?procedure=taxon_page&tipo=all&id=7082"
"632803","Specie","Juncus maritimus","Giunco marittimo","https://www.florae.it/?id=8824","http://www.actaplantarum.org/flora/flora_info.php?id=4269","http://dryades.units.it/floritaly/index.php?procedure=taxon_page&tipo=all&id=7081"
"47161118","Genere","Luzula","Erba lucciola","https://www.florae.it/?id=8823",NULL,NULL
"29910","Genere","Juncus","Giunco","https://www.florae.it/?id=8822",NULL,NULL
"49034225","Specie","Gladiolus dubius","Gladiolo meridionale","https://www.florae.it/?id=8821","http://www.actaplantarum.org/flora/flora_info.php?id=3551","http://dryades.units.it/floritaly/index.php?procedure=taxon_page&tipo=all&id=7078"
"5867978","Specie","Gladiolus imbricatus","Gladiolo piemontese","https://www.florae.it/?id=8820","http://www.actaplantarum.org/flora/flora_info.php?id=3553","http://dryades.units.it/floritaly/index.php?procedure=taxon_page&tipo=all&id=7076"
"5868161","Specie","Gladiolus palustris","Gladiolo reticolato","https://www.florae.it/?id=8819","http://www.actaplantarum.org/flora/flora_info.php?id=3556","http://dryades.units.it/floritaly/index.php?procedure=taxon_page&tipo=all&id=7075"
"2918311","Specie","Gladiolus illyricus","Gladiolo illirico","https://www.florae.it/?id=8818","http://www.actaplantarum.org/flora/flora_info.php?id=3552","http://dryades.units.it/floritaly/index.php?procedure=taxon_page&tipo=all&id=7071"
"487525","Specie","Gladiolus communis","Gladiolo maggiore","https://www.florae.it/?id=8816","http://www.actaplantarum.org/flora/flora_info.php?id=3548","http://dryades.units.it/floritaly/index.php?procedure=taxon_page&tipo=all&id=7072"
"47651704","Specie","Gladiolus byzantinus","Gladiolo bizantino","https://www.florae.it/?id=8815","https://www.actaplantarum.org/flora/flora_info.php?id=3549","http://dryades.units.it/floritaly/index.php?procedure=taxon_page&tipo=all&id=7074"
"487524","Specie","Gladiolus italicus","Gladiolo  dei campi; Spadacciuola, Spaderella, Spadina, Coltellini, Castagnuoli, Giglio rosso","https://www.florae.it/?id=8814","http://www.actaplantarum.org/flora/flora_info.php?id=3555","http://dryades.units.it/floritaly/index.php?procedure=taxon_page&tipo=all&id=7077"
"5865583","Specie","Romulea columnae","Zafferanetto di Colonna","https://www.florae.it/?id=8812","http://www.actaplantarum.org/flora/flora_info.php?id=6498","http://dryades.units.it/floritaly/index.php?procedure=taxon_page&tipo=all&id=7067"
"5865680","Specie","Romulea melitensis","Zafferanetto maltese","https://www.florae.it/?id=8811","http://www.actaplantarum.org/flora/flora_info.php?id=9199","http://dryades.units.it/floritaly/index.php?procedure=taxon_page&tipo=all&id=9128"
"5865721","Specie","Romulea ramiflora","Zafferanetto ramoso","https://www.florae.it/?id=8810","http://www.actaplantarum.org/flora/flora_info.php?id=6502","http://dryades.units.it/floritaly/index.php?procedure=taxon_page&tipo=all&id=7066"
"5865664","Specie","Romulea linaresii","Zafferanetto di Linares","https://www.florae.it/?id=8809","http://www.actaplantarum.org/flora/flora_info.php?id=6501","http://dryades.units.it/floritaly/index.php?procedure=taxon_page&tipo=all&id=7065"
"5865728","Specie","Romulea revelieri","Zafferanetto di Revelier","https://www.florae.it/?id=8808","http://www.actaplantarum.org/flora/flora_info.php?id=6504","http://dryades.units.it/floritaly/index.php?procedure=taxon_page&tipo=all&id=7064"
"49034226","Specie","Romulea rollii","Zafferanetto di Rolli","https://www.florae.it/?id=8806","http://www.actaplantarum.org/flora/flora_info.php?id=6505","http://dryades.units.it/floritaly/index.php?procedure=taxon_page&tipo=all&id=7069"
"5865593","Specie","Romulea corsica","Zafferanetto di Corsica","https://www.florae.it/?id=8804",NULL,NULL
"5865727","Specie","Romulea requienii","Zafferanetto di Requien","https://www.florae.it/?id=8803","http://www.actaplantarum.org/flora/flora_info.php?id=6503","http://dryades.units.it/floritaly/index.php?procedure=taxon_page&tipo=all&id=7063"
"5865661","Specie","Romulea ligustica","Zafferanetto ligure","https://www.florae.it/?id=8802","http://www.actaplantarum.org/flora/flora_info.php?id=6499","http://dryades.units.it/floritaly/index.php?procedure=taxon_page&tipo=all&id=7062"
"5865566","Specie","Romulea bulbocodium","Zafferanetto comune","https://www.florae.it/?id=8800","http://www.actaplantarum.org/flora/flora_info.php?id=6497","http://dryades.units.it/floritaly/index.php?procedure=taxon_page&tipo=all&id=7061"
"5868566","Specie","Crocus biflorus","Zafferano selvatico","https://www.florae.it/?id=8798","http://www.actaplantarum.org/flora/flora_info.php?id=2394","http://dryades.units.it/floritaly/index.php?procedure=taxon_page&tipo=all&id=7054"
"5868787","Specie","Crocus reticulatus","Zafferano triestino","https://www.florae.it/?id=8797","https://www.actaplantarum.org/flora/flora_info.php?id=2401","http://dryades.units.it/floritaly/index.php?procedure=taxon_page&tipo=all&id=7053"
"5868708","Specie","Crocus longiflorus","Zafferano autunnale","https://www.florae.it/?id=8796","http://www.actaplantarum.org/flora/flora_info.php?id=2399","http://dryades.units.it/floritaly/index.php?procedure=taxon_page&tipo=all&id=7056"
"49034224","Specie","Crocus medius","Zafferano Ligure","https://www.florae.it/?id=8795","https://www.actaplantarum.org/flora/flora_info.php?id=2398","http://dryades.units.it/floritaly/index.php?procedure=taxon_page&tipo=all&id=7057"
"488247","Specie","Crocus sativus",NULL,"https://www.florae.it/?id=8794","http://www.actaplantarum.org/flora/flora_info.php?id=8937","http://dryades.units.it/floritaly/index.php?procedure=taxon_page&tipo=all&id=9458"
"5868843","Specie","Crocus thomasii","Zafferano di Thomas","https://www.florae.it/?id=8793","http://www.actaplantarum.org/flora/flora_info.php?id=2404","http://dryades.units.it/floritaly/index.php?procedure=taxon_page&tipo=all&id=7055"
"5868636","Specie","Crocus etruscus","Zafferano di Toscana","https://www.florae.it/?id=8792","http://www.actaplantarum.org/flora/flora_info.php?id=2396","http://dryades.units.it/floritaly/index.php?procedure=taxon_page&tipo=all&id=7052"
"48339718","Specie","Crocus napolitanus","Zafferano maggiore","https://www.florae.it/?id=8791","http://www.actaplantarum.org/flora/flora_info.php?id=10004","http://dryades.units.it/floritaly/index.php?procedure=taxon_page&tipo=all&id=7050"
"48484665","Specie","Crocus albiflorus","Zafferano alpino; Croco bianco","https://www.florae.it/?id=8790","https://www.actaplantarum.org/flora/flora_info.php?id=2405","http://dryades.units.it/floritaly/index.php?procedure=taxon_page&tipo=all&id=7051"
"5868618","Specie","Crocus corsicus","Zafferano di Corsica","https://www.florae.it/?id=8789","http://www.actaplantarum.org/flora/flora_info.php?id=2395","http://dryades.units.it/floritaly/index.php?procedure=taxon_page&tipo=all&id=7048"
"5868724","Specie","Crocus minimus","Zafferano minore","https://www.florae.it/?id=8788","http://www.actaplantarum.org/flora/flora_info.php?id=2400","http://dryades.units.it/floritaly/index.php?procedure=taxon_page&tipo=all&id=7047"
"5868858","Specie","Crocus versicolor","Zafferano della Riviera","https://www.florae.it/?id=8787","http://www.actaplantarum.org/flora/flora_info.php?id=2408","http://dryades.units.it/floritaly/index.php?procedure=taxon_page&tipo=all&id=7046"
"5868525","Specie","Crocus suaveolens","Zafferano profumato","https://www.florae.it/?id=8786","http://www.actaplantarum.org/flora/flora_info.php?id=2403","http://dryades.units.it/floritaly/index.php?procedure=taxon_page&tipo=all&id=7058"
"488245","Specie","Crocus imperati","Zafferano d'Imperato","https://www.florae.it/?id=8785","http://www.actaplantarum.org/flora/flora_info.php?id=2397","http://dryades.units.it/floritaly/index.php?procedure=taxon_page&tipo=all&id=7045"
"49034220","Specie","Iris squalens",NULL,"https://www.florae.it/?id=8784","https://www.actaplantarum.org/flora/flora_info.php?id=4202","http://dryades.units.it/floritaly/index.php?procedure=taxon_page&tipo=all&id=7028"
"49310754","Specie","Iris sambucina",NULL,"https://www.florae.it/?id=8783","https://www.actaplantarum.org/flora/flora_info.php?id=4202","http://dryades.units.it/floritaly/index.php?procedure=taxon_page&tipo=all&id=7028"
"5866792","Specie","Iris marsica","Giaggiolo della Marsica","https://www.florae.it/?id=8781","http://www.actaplantarum.org/flora/flora_info.php?id=4208","http://dryades.units.it/floritaly/index.php?procedure=taxon_page&tipo=all&id=7029"
"2902988","Specie","Iris todaroana","Giaggiolo di Todaro","https://www.florae.it/?id=8780","https://www.actaplantarum.org/flora/flora_info.php?id=3605","http://dryades.units.it/floritaly/index.php?procedure=taxon_page&tipo=all&id=7044"
"48372397","Specie","Iris florentina","Giaggiolo bianco; Giglio fiorentino","https://www.florae.it/?id=8779","https://www.actaplantarum.org/flora/flora_info.php?id=4202","http://dryades.units.it/floritaly/index.php?procedure=taxon_page&tipo=all&id=7042"
"31189019","Specie","Iris benacensis",NULL,"https://www.florae.it/?id=8778","http://www.actaplantarum.org/flora/flora_info.php?id=4195","http://dryades.units.it/floritaly/index.php?procedure=taxon_page&tipo=all&id=9021"
"49310752","Specie","Iris germanica","Giaggiolo paonazzo","https://www.florae.it/?id=8777","http://www.actaplantarum.org/flora/flora_info.php?id=4202","http://dryades.units.it/floritaly/index.php?procedure=taxon_page&tipo=all&id=7028"
"49955003","Specie","Iris sisyrinchium","Giaggiolo dei poveretti; Castagnole","https://www.florae.it/?id=8776","https://www.actaplantarum.org/flora/flora_info.php?id=3605","http://dryades.units.it/floritaly/index.php?procedure=taxon_page&tipo=all&id=7044"
"5866708","Specie","Iris juncea","Giaggiolo di Barberia","https://www.florae.it/?id=8775","http://www.actaplantarum.org/flora/flora_info.php?id=4205","http://dryades.units.it/floritaly/index.php?procedure=taxon_page&tipo=all&id=7034"
"490942","Specie","Iris xiphium","Giaggiolo inglese","https://www.florae.it/?id=8774","http://www.actaplantarum.org/flora/flora_info.php?id=4218","https://www.actaplantarum.org/flora/flora_info.php?id=4218"
"5866883","Specie","Iris planifolia","Giaggiolo bulboso","https://www.florae.it/?id=8773","http://www.actaplantarum.org/flora/flora_info.php?id=4210","http://dryades.units.it/floritaly/index.php?procedure=taxon_page&tipo=all&id=7032"
"487174","Specie","Iris ensata",NULL,"https://www.florae.it/?id=8772","https://www.actaplantarum.org/flora/flora_info.php?id=8569","http://dryades.units.it/floritaly/index.php?procedure=taxon_page&tipo=all&id=8500"
"5866639","Specie","Iris graminea","Giaggiolo susinario","https://www.florae.it/?id=8770","http://www.actaplantarum.org/flora/flora_info.php?id=4203","https://www.actaplantarum.org/flora/flora_info.php?id=4203"
"487182","Specie","Iris spuria",NULL,"https://www.florae.it/?id=8769","http://www.actaplantarum.org/flora/flora_info.php?id=8571","http://dryades.units.it/floritaly/index.php?procedure=taxon_page&tipo=all&id=8502"
"590486","Specie","Iris sibirica","Giaggiolo siberiano","https://www.florae.it/?id=8768","http://www.actaplantarum.org/flora/flora_info.php?id=4217","http://dryades.units.it/floritaly/index.php?procedure=taxon_page&tipo=all&id=7019"
"487177","Specie","Iris foetidissima","Giaggiolo puzzolente","https://www.florae.it/?id=8767","http://www.actaplantarum.org/flora/flora_info.php?id=4201","http://dryades.units.it/floritaly/index.php?procedure=taxon_page&tipo=all&id=7020"
"49928525","Specie","Iris pseudacorus","Giaggiolo acquatico; Spadone; Coltellacci","https://www.florae.it/?id=8766","http://www.actaplantarum.org/flora/flora_info.php?id=4211","http://dryades.units.it/floritaly/index.php?procedure=taxon_page&tipo=all&id=7021"
"49103718","Specie","Iris cengialti","Giaggiolo del Cengio","https://www.florae.it/?id=8765","http://www.actaplantarum.org/flora/flora_info.php?id=4197","http://dryades.units.it/floritaly/index.php?procedure=taxon_page&tipo=all&id=7040"
"487175","Specie","Iris aphylla","Giaggiolo di Boemia","https://www.florae.it/?id=8764","https://www.actaplantarum.org/flora/flora_info.php?id=9080","http://dryades.units.it/floritaly/index.php?procedure=taxon_page&tipo=all&id=7027"
"487176","Specie","Iris variegata",NULL,"https://www.florae.it/?id=8763","http://www.actaplantarum.org/flora/flora_info.php?id=8437","http://dryades.units.it/floritaly/index.php?procedure=taxon_page&tipo=all&id=8505"
"487180","Specie","Iris chamaeiris","Giaggiolo tirrenico","https://www.florae.it/?id=8761","https://www.actaplantarum.org/flora/flora_info.php?id=4207","http://dryades.units.it/floritaly/index.php?procedure=taxon_page&tipo=all&id=7024"
"5866916","Specie","Iris pseudopumila","Giaggiolo siciliano","https://www.florae.it/?id=8760","http://www.actaplantarum.org/flora/flora_info.php?id=4212","http://dryades.units.it/floritaly/index.php?procedure=taxon_page&tipo=all&id=7025"
"5869914","Specie","Antholyza aethiopica","Antoliza","https://www.florae.it/?id=8759","https://www.actaplantarum.org/flora/flora_info.php?id=751","http://dryades.units.it/floritaly/index.php?procedure=taxon_page&tipo=all&id=7080"
"21195192","Genere","Gladiolus","Gladiolo","https://www.florae.it/?id=8758",NULL,NULL
"49340336","Specie","Hermodactylus tuberosus","Bellavedova; Bocca di lupo","https://www.florae.it/?id=8757","https://www.actaplantarum.org/flora/flora_info.php?id=3723","http://dryades.units.it/floritaly/index.php?procedure=taxon_page&tipo=all&id=7018"
"39862164","Genere","Iris","Giaggiolo","https://www.florae.it/?id=8756",NULL,NULL
"5864748","Specie","Sisyrinchium bermudiana","Giglietto","https://www.florae.it/?id=8755","https://www.actaplantarum.org/flora/flora_info.php?id=7357","http://dryades.units.it/floritaly/index.php?procedure=taxon_page&tipo=all&id=11628"
"38403","Genere","Romulea","Zafferanetto","https://www.florae.it/?id=8754",NULL,NULL
"23768846","Genere","Crocus","Zafferano","https://www.florae.it/?id=8753",NULL,NULL
